,Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy,fold
9990,LAPATINIB_TOPOTECAN_KPL1,LAPATINIB,TOPOTECAN,KPL1,17.9943473241,1
9991,LAPATINIB_TOPOTECAN_LNCAP,LAPATINIB,TOPOTECAN,LNCAP,1.6341724294,0
9992,LAPATINIB_TOPOTECAN_LOVO,LAPATINIB,TOPOTECAN,LOVO,26.616829894,0
9993,LAPATINIB_TOPOTECAN_MDAMB436,LAPATINIB,TOPOTECAN,MDAMB436,-0.9942736659,0
9994,LAPATINIB_TOPOTECAN_MSTO,LAPATINIB,TOPOTECAN,MSTO,4.2295285231,1
9995,LAPATINIB_TOPOTECAN_NCIH1650,LAPATINIB,TOPOTECAN,NCIH1650,14.0043748207,0
9996,LAPATINIB_TOPOTECAN_NCIH2122,LAPATINIB,TOPOTECAN,NCIH2122,20.9625139325,2
9997,LAPATINIB_TOPOTECAN_NCIH23,LAPATINIB,TOPOTECAN,NCIH23,23.1421914944,4
9998,LAPATINIB_TOPOTECAN_NCIH460,LAPATINIB,TOPOTECAN,NCIH460,5.0640972979,3
9999,LAPATINIB_TOPOTECAN_NCIH520,LAPATINIB,TOPOTECAN,NCIH520,-2.3058571455,4
10000,LAPATINIB_TOPOTECAN_OCUBM,LAPATINIB,TOPOTECAN,OCUBM,7.1317530429,2
10001,LAPATINIB_TOPOTECAN_OV90,LAPATINIB,TOPOTECAN,OV90,-12.1520097664,2
10002,LAPATINIB_TOPOTECAN_OVCAR3,LAPATINIB,TOPOTECAN,OVCAR3,-13.4050725082,1
10003,LAPATINIB_TOPOTECAN_PA1,LAPATINIB,TOPOTECAN,PA1,3.5278854638,0
10004,LAPATINIB_TOPOTECAN_RKO,LAPATINIB,TOPOTECAN,RKO,15.9734852971,0
10005,LAPATINIB_TOPOTECAN_RPMI7951,LAPATINIB,TOPOTECAN,RPMI7951,9.1944643685,2
10006,LAPATINIB_TOPOTECAN_SKMEL30,LAPATINIB,TOPOTECAN,SKMEL30,5.9429962997,0
10007,LAPATINIB_TOPOTECAN_SKMES1,LAPATINIB,TOPOTECAN,SKMES1,12.2146785692,0
10008,LAPATINIB_TOPOTECAN_SKOV3,LAPATINIB,TOPOTECAN,SKOV3,-10.9176143092,4
10009,LAPATINIB_TOPOTECAN_SW620,LAPATINIB,TOPOTECAN,SW620,14.1004906907,0
10010,LAPATINIB_TOPOTECAN_SW837,LAPATINIB,TOPOTECAN,SW837,15.9373183874,4
10011,LAPATINIB_TOPOTECAN_T47D,LAPATINIB,TOPOTECAN,T47D,-5.7385398649,2
10012,LAPATINIB_TOPOTECAN_UACC62,LAPATINIB,TOPOTECAN,UACC62,0.288549849,2
10013,LAPATINIB_TOPOTECAN_UWB1289BRCA1,LAPATINIB,TOPOTECAN,UWB1289BRCA1,1.2690419032,1
10014,LAPATINIB_TOPOTECAN_UWB1289,LAPATINIB,TOPOTECAN,UWB1289,-17.4566255351,0
10015,LAPATINIB_TOPOTECAN_VCAP,LAPATINIB,TOPOTECAN,VCAP,17.9006811566,4
10016,LAPATINIB_TOPOTECAN_ZR751,LAPATINIB,TOPOTECAN,ZR751,42.3378974775,2
10914,METHOTREXATE_BORTEZOMIB_A2058,METHOTREXATE,BORTEZOMIB,A2058,-28.0330924798,4
10915,METHOTREXATE_BORTEZOMIB_A2780,METHOTREXATE,BORTEZOMIB,A2780,-16.7723677229,2
10916,METHOTREXATE_BORTEZOMIB_A375,METHOTREXATE,BORTEZOMIB,A375,-16.8954985307,2
10917,METHOTREXATE_BORTEZOMIB_A427,METHOTREXATE,BORTEZOMIB,A427,-8.3363893261,3
10918,METHOTREXATE_BORTEZOMIB_CAOV3,METHOTREXATE,BORTEZOMIB,CAOV3,-20.9546461274,1
10919,METHOTREXATE_BORTEZOMIB_COLO320DM,METHOTREXATE,BORTEZOMIB,COLO320DM,-28.0639632344,2
10920,METHOTREXATE_BORTEZOMIB_DLD1,METHOTREXATE,BORTEZOMIB,DLD1,-7.4443640804,3
10921,METHOTREXATE_BORTEZOMIB_EFM192B,METHOTREXATE,BORTEZOMIB,EFM192B,-2.6061678422,0
10922,METHOTREXATE_BORTEZOMIB_ES2,METHOTREXATE,BORTEZOMIB,ES2,-29.024335165,4
10923,METHOTREXATE_BORTEZOMIB_HCT116,METHOTREXATE,BORTEZOMIB,HCT116,-22.5307353011,4
10924,METHOTREXATE_BORTEZOMIB_HT144,METHOTREXATE,BORTEZOMIB,HT144,-5.9824949584,2
10925,METHOTREXATE_BORTEZOMIB_HT29,METHOTREXATE,BORTEZOMIB,HT29,-16.2710899602,2
10926,METHOTREXATE_BORTEZOMIB_KPL1,METHOTREXATE,BORTEZOMIB,KPL1,-16.5791511549,4
10927,METHOTREXATE_BORTEZOMIB_LNCAP,METHOTREXATE,BORTEZOMIB,LNCAP,-31.9352654353,3
10928,METHOTREXATE_BORTEZOMIB_LOVO,METHOTREXATE,BORTEZOMIB,LOVO,-0.2754376488,3
10929,METHOTREXATE_BORTEZOMIB_MDAMB436,METHOTREXATE,BORTEZOMIB,MDAMB436,-5.5136794454,4
10930,METHOTREXATE_BORTEZOMIB_MSTO,METHOTREXATE,BORTEZOMIB,MSTO,-7.9674237761,4
10931,METHOTREXATE_BORTEZOMIB_NCIH1650,METHOTREXATE,BORTEZOMIB,NCIH1650,-28.2907137808,1
10932,METHOTREXATE_BORTEZOMIB_NCIH2122,METHOTREXATE,BORTEZOMIB,NCIH2122,-21.5114290513,4
10933,METHOTREXATE_BORTEZOMIB_NCIH23,METHOTREXATE,BORTEZOMIB,NCIH23,-26.1459387112,0
10934,METHOTREXATE_BORTEZOMIB_NCIH460,METHOTREXATE,BORTEZOMIB,NCIH460,-27.716384683,2
10935,METHOTREXATE_BORTEZOMIB_NCIH520,METHOTREXATE,BORTEZOMIB,NCIH520,-34.766331767,4
10936,METHOTREXATE_BORTEZOMIB_OCUBM,METHOTREXATE,BORTEZOMIB,OCUBM,-4.1082411178,4
10937,METHOTREXATE_BORTEZOMIB_OV90,METHOTREXATE,BORTEZOMIB,OV90,-3.1026716763,2
10938,METHOTREXATE_BORTEZOMIB_OVCAR3,METHOTREXATE,BORTEZOMIB,OVCAR3,-38.9909033441,1
10939,METHOTREXATE_BORTEZOMIB_PA1,METHOTREXATE,BORTEZOMIB,PA1,-35.7319617494,2
10940,METHOTREXATE_BORTEZOMIB_RKO,METHOTREXATE,BORTEZOMIB,RKO,-29.1364793388,2
10941,METHOTREXATE_BORTEZOMIB_RPMI7951,METHOTREXATE,BORTEZOMIB,RPMI7951,-13.8718158865,1
10942,METHOTREXATE_BORTEZOMIB_SKMEL30,METHOTREXATE,BORTEZOMIB,SKMEL30,-13.3368532786,3
10943,METHOTREXATE_BORTEZOMIB_SKMES1,METHOTREXATE,BORTEZOMIB,SKMES1,-13.2551451926,3
10944,METHOTREXATE_BORTEZOMIB_SKOV3,METHOTREXATE,BORTEZOMIB,SKOV3,-2.2557527939,4
10945,METHOTREXATE_BORTEZOMIB_SW620,METHOTREXATE,BORTEZOMIB,SW620,-11.858795195,4
10946,METHOTREXATE_BORTEZOMIB_SW837,METHOTREXATE,BORTEZOMIB,SW837,-1.2999613853,1
10947,METHOTREXATE_BORTEZOMIB_T47D,METHOTREXATE,BORTEZOMIB,T47D,-34.9957412569,3
10948,METHOTREXATE_BORTEZOMIB_UACC62,METHOTREXATE,BORTEZOMIB,UACC62,-18.4762928446,3
10949,METHOTREXATE_BORTEZOMIB_UWB1289BRCA1,METHOTREXATE,BORTEZOMIB,UWB1289BRCA1,-15.7726820593,3
10950,METHOTREXATE_BORTEZOMIB_UWB1289,METHOTREXATE,BORTEZOMIB,UWB1289,-20.2642306928,4
10951,METHOTREXATE_BORTEZOMIB_VCAP,METHOTREXATE,BORTEZOMIB,VCAP,-17.651933137,3
10952,METHOTREXATE_BORTEZOMIB_ZR751,METHOTREXATE,BORTEZOMIB,ZR751,-39.8720635883,3
10953,METHOTREXATE_DASATINIB_A2058,METHOTREXATE,DASATINIB,A2058,-9.8923728634,0
10954,METHOTREXATE_DASATINIB_A2780,METHOTREXATE,DASATINIB,A2780,5.8542870378,2
10955,METHOTREXATE_DASATINIB_A375,METHOTREXATE,DASATINIB,A375,-11.0788722201,4
10956,METHOTREXATE_DASATINIB_A427,METHOTREXATE,DASATINIB,A427,6.6371181741,3
10957,METHOTREXATE_DASATINIB_CAOV3,METHOTREXATE,DASATINIB,CAOV3,-9.6739840383,2
10958,METHOTREXATE_DASATINIB_COLO320DM,METHOTREXATE,DASATINIB,COLO320DM,1.523015673,2
10959,METHOTREXATE_DASATINIB_DLD1,METHOTREXATE,DASATINIB,DLD1,-7.3246253334,4
10960,METHOTREXATE_DASATINIB_EFM192B,METHOTREXATE,DASATINIB,EFM192B,10.5902282055,3
10961,METHOTREXATE_DASATINIB_ES2,METHOTREXATE,DASATINIB,ES2,14.409010803,4
10962,METHOTREXATE_DASATINIB_HCT116,METHOTREXATE,DASATINIB,HCT116,-35.3524442851,2
10963,METHOTREXATE_DASATINIB_HT144,METHOTREXATE,DASATINIB,HT144,-34.2417502071,1
10964,METHOTREXATE_DASATINIB_HT29,METHOTREXATE,DASATINIB,HT29,-14.4501167207,3
10965,METHOTREXATE_DASATINIB_KPL1,METHOTREXATE,DASATINIB,KPL1,-4.3385237532,4
10966,METHOTREXATE_DASATINIB_LNCAP,METHOTREXATE,DASATINIB,LNCAP,7.0141498405,4
10967,METHOTREXATE_DASATINIB_LOVO,METHOTREXATE,DASATINIB,LOVO,10.308408487,2
10968,METHOTREXATE_DASATINIB_MDAMB436,METHOTREXATE,DASATINIB,MDAMB436,-2.6484076804,1
10969,METHOTREXATE_DASATINIB_MSTO,METHOTREXATE,DASATINIB,MSTO,-14.5216122667,2
10970,METHOTREXATE_DASATINIB_NCIH1650,METHOTREXATE,DASATINIB,NCIH1650,7.5396655107,0
10971,METHOTREXATE_DASATINIB_NCIH2122,METHOTREXATE,DASATINIB,NCIH2122,13.9728080356,3
10972,METHOTREXATE_DASATINIB_NCIH23,METHOTREXATE,DASATINIB,NCIH23,-16.4257295497,2
10973,METHOTREXATE_DASATINIB_NCIH460,METHOTREXATE,DASATINIB,NCIH460,-21.1926574493,2
10974,METHOTREXATE_DASATINIB_NCIH520,METHOTREXATE,DASATINIB,NCIH520,-1.1378884447,0
10975,METHOTREXATE_DASATINIB_OCUBM,METHOTREXATE,DASATINIB,OCUBM,14.2612695619,2
10976,METHOTREXATE_DASATINIB_OV90,METHOTREXATE,DASATINIB,OV90,-1.6067629104,4
10977,METHOTREXATE_DASATINIB_OVCAR3,METHOTREXATE,DASATINIB,OVCAR3,-19.1075437822,4
10978,METHOTREXATE_DASATINIB_PA1,METHOTREXATE,DASATINIB,PA1,-34.0738911576,1
10979,METHOTREXATE_DASATINIB_RKO,METHOTREXATE,DASATINIB,RKO,-25.0168566761,3
10980,METHOTREXATE_DASATINIB_RPMI7951,METHOTREXATE,DASATINIB,RPMI7951,-24.5255926199,0
10981,METHOTREXATE_DASATINIB_SKMEL30,METHOTREXATE,DASATINIB,SKMEL30,-31.2384148314,3
10982,METHOTREXATE_DASATINIB_SKMES1,METHOTREXATE,DASATINIB,SKMES1,-16.5625452433,4
10983,METHOTREXATE_DASATINIB_SKOV3,METHOTREXATE,DASATINIB,SKOV3,-3.1911779644,2
10984,METHOTREXATE_DASATINIB_SW620,METHOTREXATE,DASATINIB,SW620,-2.8626962394,1
10985,METHOTREXATE_DASATINIB_SW837,METHOTREXATE,DASATINIB,SW837,1.3950499945,4
10986,METHOTREXATE_DASATINIB_T47D,METHOTREXATE,DASATINIB,T47D,3.4192411804,2
10987,METHOTREXATE_DASATINIB_UACC62,METHOTREXATE,DASATINIB,UACC62,-9.3876058902,0
10988,METHOTREXATE_DASATINIB_UWB1289BRCA1,METHOTREXATE,DASATINIB,UWB1289BRCA1,-21.3620750409,4
10989,METHOTREXATE_DASATINIB_UWB1289,METHOTREXATE,DASATINIB,UWB1289,-10.870875614,1
10990,METHOTREXATE_DASATINIB_VCAP,METHOTREXATE,DASATINIB,VCAP,9.7091949977,2
10991,METHOTREXATE_DASATINIB_ZR751,METHOTREXATE,DASATINIB,ZR751,-29.4091713431,0
11031,METHOTREXATE_ERLOTINIB_A2058,METHOTREXATE,ERLOTINIB,A2058,-7.975537017,3
11032,METHOTREXATE_ERLOTINIB_A2780,METHOTREXATE,ERLOTINIB,A2780,-3.9360977476,2
11033,METHOTREXATE_ERLOTINIB_A375,METHOTREXATE,ERLOTINIB,A375,22.8717252262,4
11034,METHOTREXATE_ERLOTINIB_A427,METHOTREXATE,ERLOTINIB,A427,13.4862187225,1
11035,METHOTREXATE_ERLOTINIB_CAOV3,METHOTREXATE,ERLOTINIB,CAOV3,-23.4980577024,4
11036,METHOTREXATE_ERLOTINIB_COLO320DM,METHOTREXATE,ERLOTINIB,COLO320DM,5.1973573797,3
11037,METHOTREXATE_ERLOTINIB_DLD1,METHOTREXATE,ERLOTINIB,DLD1,-7.8277843589,3
11038,METHOTREXATE_ERLOTINIB_EFM192B,METHOTREXATE,ERLOTINIB,EFM192B,1.4745404165,3
11039,METHOTREXATE_ERLOTINIB_ES2,METHOTREXATE,ERLOTINIB,ES2,22.0590330404,1
11040,METHOTREXATE_ERLOTINIB_HCT116,METHOTREXATE,ERLOTINIB,HCT116,-17.9098175615,4
11041,METHOTREXATE_ERLOTINIB_HT144,METHOTREXATE,ERLOTINIB,HT144,-2.5459846086,1
11042,METHOTREXATE_ERLOTINIB_HT29,METHOTREXATE,ERLOTINIB,HT29,-1.1683741161,1
11043,METHOTREXATE_ERLOTINIB_KPL1,METHOTREXATE,ERLOTINIB,KPL1,1.8256624231,2
11044,METHOTREXATE_ERLOTINIB_LNCAP,METHOTREXATE,ERLOTINIB,LNCAP,11.861823991,3
11045,METHOTREXATE_ERLOTINIB_LOVO,METHOTREXATE,ERLOTINIB,LOVO,-1.9601455536,2
11046,METHOTREXATE_ERLOTINIB_MDAMB436,METHOTREXATE,ERLOTINIB,MDAMB436,8.4566313156,3
11047,METHOTREXATE_ERLOTINIB_MSTO,METHOTREXATE,ERLOTINIB,MSTO,7.9304574212,2
11048,METHOTREXATE_ERLOTINIB_NCIH1650,METHOTREXATE,ERLOTINIB,NCIH1650,-6.9036945997,4
11049,METHOTREXATE_ERLOTINIB_NCIH2122,METHOTREXATE,ERLOTINIB,NCIH2122,-0.0181583928,3
11050,METHOTREXATE_ERLOTINIB_NCIH23,METHOTREXATE,ERLOTINIB,NCIH23,0.3980544616,0
11051,METHOTREXATE_ERLOTINIB_NCIH460,METHOTREXATE,ERLOTINIB,NCIH460,-16.123376128,1
11052,METHOTREXATE_ERLOTINIB_NCIH520,METHOTREXATE,ERLOTINIB,NCIH520,-3.5296767865,2
11053,METHOTREXATE_ERLOTINIB_OCUBM,METHOTREXATE,ERLOTINIB,OCUBM,-1.4481379553,4
11054,METHOTREXATE_ERLOTINIB_OV90,METHOTREXATE,ERLOTINIB,OV90,11.2698115462,3
11055,METHOTREXATE_ERLOTINIB_OVCAR3,METHOTREXATE,ERLOTINIB,OVCAR3,-35.7441560401,2
11056,METHOTREXATE_ERLOTINIB_PA1,METHOTREXATE,ERLOTINIB,PA1,-30.0055654362,4
11057,METHOTREXATE_ERLOTINIB_RKO,METHOTREXATE,ERLOTINIB,RKO,-7.1941642843,1
11058,METHOTREXATE_ERLOTINIB_RPMI7951,METHOTREXATE,ERLOTINIB,RPMI7951,-1.0266109899,0
11059,METHOTREXATE_ERLOTINIB_SKMEL30,METHOTREXATE,ERLOTINIB,SKMEL30,-0.5578222965,3
11060,METHOTREXATE_ERLOTINIB_SKMES1,METHOTREXATE,ERLOTINIB,SKMES1,-3.703172573,2
11061,METHOTREXATE_ERLOTINIB_SKOV3,METHOTREXATE,ERLOTINIB,SKOV3,5.269008264,1
11062,METHOTREXATE_ERLOTINIB_SW620,METHOTREXATE,ERLOTINIB,SW620,5.7525435835,2
11063,METHOTREXATE_ERLOTINIB_SW837,METHOTREXATE,ERLOTINIB,SW837,7.4807634566,4
11064,METHOTREXATE_ERLOTINIB_T47D,METHOTREXATE,ERLOTINIB,T47D,-16.0066860749,3
11065,METHOTREXATE_ERLOTINIB_UACC62,METHOTREXATE,ERLOTINIB,UACC62,8.6466050994,0
11066,METHOTREXATE_ERLOTINIB_UWB1289BRCA1,METHOTREXATE,ERLOTINIB,UWB1289BRCA1,-17.8375480718,2
11067,METHOTREXATE_ERLOTINIB_UWB1289,METHOTREXATE,ERLOTINIB,UWB1289,-18.0348766299,0
11068,METHOTREXATE_ERLOTINIB_VCAP,METHOTREXATE,ERLOTINIB,VCAP,10.6771215212,2
11069,METHOTREXATE_ERLOTINIB_ZR751,METHOTREXATE,ERLOTINIB,ZR751,-8.7519636132,2
11148,METHOTREXATE_LAPATINIB_A2058,METHOTREXATE,LAPATINIB,A2058,-15.231828394,1
11149,METHOTREXATE_LAPATINIB_A2780,METHOTREXATE,LAPATINIB,A2780,-3.6093431955,4
11150,METHOTREXATE_LAPATINIB_A375,METHOTREXATE,LAPATINIB,A375,14.406119714,2
11151,METHOTREXATE_LAPATINIB_A427,METHOTREXATE,LAPATINIB,A427,7.1652064359,2
11152,METHOTREXATE_LAPATINIB_CAOV3,METHOTREXATE,LAPATINIB,CAOV3,-18.7653592838,2
11153,METHOTREXATE_LAPATINIB_COLO320DM,METHOTREXATE,LAPATINIB,COLO320DM,-6.1192043123,2
11154,METHOTREXATE_LAPATINIB_DLD1,METHOTREXATE,LAPATINIB,DLD1,2.7855751643,2
11155,METHOTREXATE_LAPATINIB_EFM192B,METHOTREXATE,LAPATINIB,EFM192B,-5.4946397411,0
11156,METHOTREXATE_LAPATINIB_ES2,METHOTREXATE,LAPATINIB,ES2,26.6303591711,4
11157,METHOTREXATE_LAPATINIB_HCT116,METHOTREXATE,LAPATINIB,HCT116,-21.0959640268,4
11158,METHOTREXATE_LAPATINIB_HT144,METHOTREXATE,LAPATINIB,HT144,-1.2459319799,2
11159,METHOTREXATE_LAPATINIB_HT29,METHOTREXATE,LAPATINIB,HT29,-1.4895949245,1
11160,METHOTREXATE_LAPATINIB_KPL1,METHOTREXATE,LAPATINIB,KPL1,-17.1651906172,0
11161,METHOTREXATE_LAPATINIB_LNCAP,METHOTREXATE,LAPATINIB,LNCAP,13.7587341825,4
11162,METHOTREXATE_LAPATINIB_LOVO,METHOTREXATE,LAPATINIB,LOVO,4.1585799738,2
11163,METHOTREXATE_LAPATINIB_MDAMB436,METHOTREXATE,LAPATINIB,MDAMB436,5.6363214187,3
11164,METHOTREXATE_LAPATINIB_MSTO,METHOTREXATE,LAPATINIB,MSTO,-2.3997475439,3
11165,METHOTREXATE_LAPATINIB_NCIH1650,METHOTREXATE,LAPATINIB,NCIH1650,-11.1474085473,4
11166,METHOTREXATE_LAPATINIB_NCIH2122,METHOTREXATE,LAPATINIB,NCIH2122,-1.4088522639,0
11167,METHOTREXATE_LAPATINIB_NCIH23,METHOTREXATE,LAPATINIB,NCIH23,-10.4686413161,3
11168,METHOTREXATE_LAPATINIB_NCIH460,METHOTREXATE,LAPATINIB,NCIH460,-19.1290541544,0
11169,METHOTREXATE_LAPATINIB_NCIH520,METHOTREXATE,LAPATINIB,NCIH520,-16.5278756461,4
11170,METHOTREXATE_LAPATINIB_OCUBM,METHOTREXATE,LAPATINIB,OCUBM,-7.7771315907,1
11171,METHOTREXATE_LAPATINIB_OV90,METHOTREXATE,LAPATINIB,OV90,8.7849600318,0
11172,METHOTREXATE_LAPATINIB_OVCAR3,METHOTREXATE,LAPATINIB,OVCAR3,-36.0321837421,0
11173,METHOTREXATE_LAPATINIB_PA1,METHOTREXATE,LAPATINIB,PA1,-24.4744993961,0
11174,METHOTREXATE_LAPATINIB_RKO,METHOTREXATE,LAPATINIB,RKO,-15.4811633732,3
11175,METHOTREXATE_LAPATINIB_RPMI7951,METHOTREXATE,LAPATINIB,RPMI7951,9.5907533628,3
11176,METHOTREXATE_LAPATINIB_SKMEL30,METHOTREXATE,LAPATINIB,SKMEL30,5.5647087575,1
11177,METHOTREXATE_LAPATINIB_SKMES1,METHOTREXATE,LAPATINIB,SKMES1,-2.4221428932,2
11178,METHOTREXATE_LAPATINIB_SKOV3,METHOTREXATE,LAPATINIB,SKOV3,0.5783809746,4
11179,METHOTREXATE_LAPATINIB_SW620,METHOTREXATE,LAPATINIB,SW620,5.0214276793,0
11180,METHOTREXATE_LAPATINIB_SW837,METHOTREXATE,LAPATINIB,SW837,2.5509974883,0
11181,METHOTREXATE_LAPATINIB_T47D,METHOTREXATE,LAPATINIB,T47D,-5.7865653206,3
11182,METHOTREXATE_LAPATINIB_UACC62,METHOTREXATE,LAPATINIB,UACC62,10.2042823101,3
11183,METHOTREXATE_LAPATINIB_UWB1289BRCA1,METHOTREXATE,LAPATINIB,UWB1289BRCA1,-10.9209715574,1
11184,METHOTREXATE_LAPATINIB_UWB1289,METHOTREXATE,LAPATINIB,UWB1289,-11.030585507,2
11185,METHOTREXATE_LAPATINIB_VCAP,METHOTREXATE,LAPATINIB,VCAP,1.1346210104,0
11186,METHOTREXATE_LAPATINIB_ZR751,METHOTREXATE,LAPATINIB,ZR751,-21.3901751421,1
11421,METHOTREXATE_SORAFENIB_A2058,METHOTREXATE,SORAFENIB,A2058,-10.3285896176,4
11422,METHOTREXATE_SORAFENIB_A2780,METHOTREXATE,SORAFENIB,A2780,-5.7472819615,2
11423,METHOTREXATE_SORAFENIB_A375,METHOTREXATE,SORAFENIB,A375,-5.5342272183,4
11424,METHOTREXATE_SORAFENIB_A427,METHOTREXATE,SORAFENIB,A427,-6.1663664636,3
11425,METHOTREXATE_SORAFENIB_CAOV3,METHOTREXATE,SORAFENIB,CAOV3,-15.3733825083,2
11426,METHOTREXATE_SORAFENIB_COLO320DM,METHOTREXATE,SORAFENIB,COLO320DM,-6.5629086911,4
11427,METHOTREXATE_SORAFENIB_DLD1,METHOTREXATE,SORAFENIB,DLD1,-1.5305258469,2
11428,METHOTREXATE_SORAFENIB_EFM192B,METHOTREXATE,SORAFENIB,EFM192B,-9.6288902523,1
11429,METHOTREXATE_SORAFENIB_ES2,METHOTREXATE,SORAFENIB,ES2,-6.6788926643,3
11430,METHOTREXATE_SORAFENIB_HCT116,METHOTREXATE,SORAFENIB,HCT116,-17.0305318842,3
11431,METHOTREXATE_SORAFENIB_HT144,METHOTREXATE,SORAFENIB,HT144,4.8961450354,2
11432,METHOTREXATE_SORAFENIB_HT29,METHOTREXATE,SORAFENIB,HT29,-6.530309933,4
11433,METHOTREXATE_SORAFENIB_KPL1,METHOTREXATE,SORAFENIB,KPL1,-12.8080715303,3
11434,METHOTREXATE_SORAFENIB_LNCAP,METHOTREXATE,SORAFENIB,LNCAP,-8.4703888055,3
11435,METHOTREXATE_SORAFENIB_LOVO,METHOTREXATE,SORAFENIB,LOVO,1.6563460841,1
11436,METHOTREXATE_SORAFENIB_MDAMB436,METHOTREXATE,SORAFENIB,MDAMB436,-2.1539927895,0
11437,METHOTREXATE_SORAFENIB_MSTO,METHOTREXATE,SORAFENIB,MSTO,-13.030370318,3
11438,METHOTREXATE_SORAFENIB_NCIH1650,METHOTREXATE,SORAFENIB,NCIH1650,-8.2419025836,0
11439,METHOTREXATE_SORAFENIB_NCIH2122,METHOTREXATE,SORAFENIB,NCIH2122,-6.963778665,1
11440,METHOTREXATE_SORAFENIB_NCIH23,METHOTREXATE,SORAFENIB,NCIH23,-8.880486582,4
11441,METHOTREXATE_SORAFENIB_NCIH460,METHOTREXATE,SORAFENIB,NCIH460,-14.8045154302,1
11442,METHOTREXATE_SORAFENIB_NCIH520,METHOTREXATE,SORAFENIB,NCIH520,-9.4225456903,1
11443,METHOTREXATE_SORAFENIB_OCUBM,METHOTREXATE,SORAFENIB,OCUBM,-5.0234686186,4
11444,METHOTREXATE_SORAFENIB_OV90,METHOTREXATE,SORAFENIB,OV90,-0.5120538835,1
11445,METHOTREXATE_SORAFENIB_OVCAR3,METHOTREXATE,SORAFENIB,OVCAR3,-26.5596587965,1
11446,METHOTREXATE_SORAFENIB_PA1,METHOTREXATE,SORAFENIB,PA1,-11.4383152591,0
11447,METHOTREXATE_SORAFENIB_RKO,METHOTREXATE,SORAFENIB,RKO,-10.9782872055,3
11448,METHOTREXATE_SORAFENIB_RPMI7951,METHOTREXATE,SORAFENIB,RPMI7951,-9.910346407,3
11449,METHOTREXATE_SORAFENIB_SKMEL30,METHOTREXATE,SORAFENIB,SKMEL30,-20.9298385703,0
11450,METHOTREXATE_SORAFENIB_SKMES1,METHOTREXATE,SORAFENIB,SKMES1,-4.1667706936,4
11451,METHOTREXATE_SORAFENIB_SKOV3,METHOTREXATE,SORAFENIB,SKOV3,15.6548416793,0
11452,METHOTREXATE_SORAFENIB_SW620,METHOTREXATE,SORAFENIB,SW620,-5.2487862443,3
11453,METHOTREXATE_SORAFENIB_SW837,METHOTREXATE,SORAFENIB,SW837,-2.4548951434,2
11454,METHOTREXATE_SORAFENIB_T47D,METHOTREXATE,SORAFENIB,T47D,-13.6234234714,1
11455,METHOTREXATE_SORAFENIB_UACC62,METHOTREXATE,SORAFENIB,UACC62,-6.0951960558,3
11456,METHOTREXATE_SORAFENIB_UWB1289BRCA1,METHOTREXATE,SORAFENIB,UWB1289BRCA1,-10.9311399155,4
11457,METHOTREXATE_SORAFENIB_UWB1289,METHOTREXATE,SORAFENIB,UWB1289,-7.5841797886,4
11458,METHOTREXATE_SORAFENIB_VCAP,METHOTREXATE,SORAFENIB,VCAP,-10.7804443335,3
11459,METHOTREXATE_SORAFENIB_ZR751,METHOTREXATE,SORAFENIB,ZR751,-13.774166678,4
11460,METHOTREXATE_SUNITINIB_A2058,METHOTREXATE,SUNITINIB,A2058,-14.3565107625,0
11461,METHOTREXATE_SUNITINIB_A2780,METHOTREXATE,SUNITINIB,A2780,-8.9143587434,1
11462,METHOTREXATE_SUNITINIB_A375,METHOTREXATE,SUNITINIB,A375,-11.796620175,1
11463,METHOTREXATE_SUNITINIB_A427,METHOTREXATE,SUNITINIB,A427,-11.1778768279,0
11464,METHOTREXATE_SUNITINIB_CAOV3,METHOTREXATE,SUNITINIB,CAOV3,-13.2842826582,0
11465,METHOTREXATE_SUNITINIB_COLO320DM,METHOTREXATE,SUNITINIB,COLO320DM,-7.8550863489,1
11466,METHOTREXATE_SUNITINIB_DLD1,METHOTREXATE,SUNITINIB,DLD1,-10.3117504024,2
11467,METHOTREXATE_SUNITINIB_EFM192B,METHOTREXATE,SUNITINIB,EFM192B,2.7639818158,4
11468,METHOTREXATE_SUNITINIB_ES2,METHOTREXATE,SUNITINIB,ES2,-1.9778052692,0
11469,METHOTREXATE_SUNITINIB_HCT116,METHOTREXATE,SUNITINIB,HCT116,-23.4337207406,4
11470,METHOTREXATE_SUNITINIB_HT144,METHOTREXATE,SUNITINIB,HT144,-2.8782961518,0
11471,METHOTREXATE_SUNITINIB_HT29,METHOTREXATE,SUNITINIB,HT29,-12.2674986683,0
11472,METHOTREXATE_SUNITINIB_KPL1,METHOTREXATE,SUNITINIB,KPL1,-12.6092588663,2
11473,METHOTREXATE_SUNITINIB_LNCAP,METHOTREXATE,SUNITINIB,LNCAP,-9.9223614701,1
11474,METHOTREXATE_SUNITINIB_LOVO,METHOTREXATE,SUNITINIB,LOVO,-1.0312906755,3
11475,METHOTREXATE_SUNITINIB_MDAMB436,METHOTREXATE,SUNITINIB,MDAMB436,-9.3488875037,4
11476,METHOTREXATE_SUNITINIB_MSTO,METHOTREXATE,SUNITINIB,MSTO,-21.2530301685,1
11477,METHOTREXATE_SUNITINIB_NCIH1650,METHOTREXATE,SUNITINIB,NCIH1650,-6.0371054681,2
